PMID,Journal/Book,Publication_Year,DOI,Type,Subtype,Route,Sub-route,Size_Group,Charge_Group,Shape,Coating_Number,Total_Coating_Steps_Group,Targeting_Type,Bioconjugation_nature,PEG_Coat,Therapeutic_Molecule_Type,Dose_Group,IC50,Delivery_Efficiency_Values,Delivery_Efficiency,Distribution Half-life_(h),Tumor_model,Immune status,Cancer_type,Breast cancer subtype,No._Days_dosing_grouped,Tumor_Vol_Reduction_(%),Tumor_Vol_Reduction_Group(%),Off_target_1_accumulation_(%),Off_target_2_accumulation_(%),Off_target_3_accumulation_(%),Off_target_1_accumulation,Off_target_2_accumulation,Off_target_3_accumulation,Therapy_A,Therapy_B,Therapy_C,Combined_Therapy_Grouped,Study strategy,Imaging_A,Imaging_B,Imaging_C,Imaging_D
31265049,Nanoscale,2019,10.1039/c9nr03052b,Inorganic,Silica,Local,Intratumoral,10~100 nm,Not Reported,Sphere,Monolayer,High,Passive,None,Non PEGylated,Photosensitizer-Antioxidant,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,99.3006993,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
31293148,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b05943,Inorganic,Gold,Systemic,IV,10~100 nm,Neutral,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Skin,Not Applicable,Single-dose,97.62712,High,83.4,57.5,3.5,Liver,Spleen,Lung,Other,Photothermal therapy,None,Combination therapy,Therapy,None,None,None,None
31326525,Nanomedicine,2019,10.1016/j.nano.2019.102063,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Positive,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Multiple-dose,14.28592566,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
31355836,Nanoscale,2019,10.1039/c9nr04858h,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,High,Passive,None,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Pancreas,Not Applicable,Single-dose,94.02985075,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,MRI,Luminescence,None,None
31359757,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b09296,Inorganic,Gold,Systemic,IV,>200 nm,Positive,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,14.9,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,95.62607,High,120.3,77.4,39.5,Liver,Lung,Kidney,Photodynamic therapy,Photothermal therapy,None,Combination therapy,Theragnosis,Fluorescence,MRI,Photoacoustic,None
31364258,Angew Chem Int Ed Engl,2019,10.1002/anie.201908357,Inorganic,Silica,Systemic,IV,10~100 nm,Positive,Sphere,No coating,None,Passive,None,Non PEGylated,Taxane-Natural product,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Ovary,Not Applicable,Multiple-dose,64.17604913,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31393496,Nanoscale,2019,10.1039/c9nr04768a,Inorganic,Iron oxide,Systemic,IV,>200 nm,Negative,Other,Multilayer,High,Passive,None,PEGylated,Natural product,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,92.39001189,High,Not Reported,Not Reported,Not Reported,Liver,Not Reported,Not Reported,Photodynamic therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,Fluorescence,None,None
31401198,J Control Release,2019,10.1016/j.jconrel.2019.08.007,Inorganic,Hybrid,Systemic,IV,100~200 nm,Positive,Sphere,Multilayer,Very High,Active,Covalent,Non PEGylated,Taxane,Not Reported,No,5.03,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,97.43,High,78.41,31.51,13.86,Spleen,Liver,Kidney,Chemotherapy,Photothermal therapy,None,Combination therapy,Theragnosis,Fluorescence,Photoacoustic,None,None
31449887,Nanomedicine,2020,10.1016/j.nano.2019.102086,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Neutral,Sphere,Monolayer,Medium,Active,Covalent,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Spleen,Thymus,Lung,None,None,None,None,Diagnosis,MRI,None,None,None
31453620,Nanoscale,2019,10.1039/c9nr04763h,Inorganic,Iron oxide,Local,Intratumoral,>200 nm,Not Reported,Sphere,Multilayer,High,Passive,None,Non PEGylated,Nucleic acid,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Multiple-dose,91.93037975,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Gene therapy,None,Combination therapy,Theragnosis,MRI,None,None,None
31455962,Nanoscale,2019,10.1039/c9nr03821c,Inorganic,Gold,Systemic,IV,0~10 nm,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,2.02,Yes,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Single-dose,Not Reported,Not Reported,575.5,565.9,459.1,Kidney,Liver,Spleen,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
31474108,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b12879,Inorganic,Hybrid,Systemic,IV,>200 nm,Not Reported,Other,Monolayer,Medium,Active,Covalent,PEGylated,Hypoxic cytotoxin,0~5 mg/kg,No,27.8,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Liver,Not Applicable,Single-dose,86.81818182,Medium,110,71.8,71.4,Spleen,Liver,Kidney,Radiotherapy,Photothermal therapy,Chemotherapy,Combination therapy,Therapy,None,None,None,None
31475516,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b10182,Inorganic,Hybrid,Systemic,Other,100~200 nm,Neutral,Sphere,Multilayer,Very High,Active,Covalent,PEGylated,Nucleic acid,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,97.70491803,High,276.2,90.1,24.8,Kidney,Liver,Lung,Photothermal therapy,Gene therapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
31498999,Nano Lett,2019,10.1021/acs.nanolett.9b01202,Inorganic,Iron oxide,Local,Intratumoral,100~200 nm,Neutral,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Anthracycline,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Single-dose,93.7716263,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31525949,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b12853,Inorganic,Silica,Systemic,Other,100~200 nm,Neutral,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Antimetabolite,10~50 mg/kg,No,Not Reported,No,Not Reported,Other,Not Reported,Colon,Not Applicable,Multiple-dose,43.58974359,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
31531961,Small,2019,10.1002/smll.201902945,Inorganic,Silver,Systemic,IV,0~10 nm,Not Reported,Sphere,No coating,Low,Passive,None,Non PEGylated,None,10~50 mg/kg,Yes,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Multiple-dose,78.33333,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,None,None,Monotherapy,Therapy,None,None,None,None
31553151,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b12469,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Positive,Sphere,No coating,None,Passive,None,Non PEGylated,Kinase inhibitor,Not Reported,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,95.65606807,High,Not Reported,Not Reported,Not Reported,Liver,Spleen,Not Reported,Photodynamic therapy,Chemotherapy,None,Combination therapy,Therapy,None,None,None,None
31553168,ACS Nano,2019,10.1021/acsnano.9b06040,Inorganic,Gold,Local,Intratumoral,Not Reported,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,4,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,96.12532,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
31554396,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b11353,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,Not Reported,Yes,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Multiple-dose,65.45454545,Low,296.2616822,214.4473333,110.6949617,Liver,Spleen,Kidney,Other,None,None,Monotherapy,Theragnosis,MRI,CT,None,None
31570915,Nanoscale,2019,10.1039/c9nr06524e,Inorganic,Silica,Systemic,IV,100~200 nm,Positive,Sphere,Monolayer,None,Passive,None,Non PEGylated,Topoisomerase inhibitor,>50 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Breast,Metastatic,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31573175,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14186,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline-Nucleic acid,Not Reported,Yes,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,86.44068,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Thermal,None,None,None
31576881,Nanoscale,2019,10.1039/c9nr06774d,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Positive,Sphere,Multilayer,High,Passive,None,PEGylated,Photosensitizer-Matrix metalloproteinases,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,62.38185255,Low,47.28212584,41.64930135,40.24069138,Kidney,Spleen,Lung,Photodynamic therapy,None,None,Monotherapy,Theragnosis,MRI,Fluorescence,None,None
31577423,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b11843,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Negative,Sphere,No coating,None,Passive,None,Non PEGylated,Anthracycline,5~10 mg/kg,Yes,13.7,Yes,1,Xenograft heterotopic,Immunocompromised,Brain,Not Applicable,Single-dose,98.84393064,Very High,144.7700009,88.67265038,37.96927591,Liver,Kidney,Spleen,Photodynamic therapy,Chemotherapy,None,Combination therapy,Theragnosis,MRI,None,None,None
31588724,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15751,Inorganic,Hybrid,Local,Intratumoral,100~200 nm,Positive,Rod,Multilayer,High,Active,Covalent,Non PEGylated,Alkylating agent,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Single-dose,88.23031,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Chemotherapy,None,Combination therapy,Theragnosis,Thermal,None,None,None
31594932,Nat Commun,2019,10.1038/s41467-019-12506-w,Inorganic,Silica,Local,Intratumoral,Not Reported,Not Reported,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Not Reported,80.43478261,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,Gene therapy,None,Combination therapy,Therapy,None,None,None,None
31618000,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14394,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Negative,Sphere,Multilayer,Medium,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,2,Xenograft heterotopic,Immunocompromised,Ovary,Not Applicable,Single-dose,Not Reported,Not Reported,222.1428571,110,62.14285714,Spleen,Liver,Lung,None,None,None,None,Diagnosis,MRI,None,None,None
31618568,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b16237,Inorganic,Iron oxide,Local,Intratumoral,10~100 nm,Not Reported,Sphere,Multilayer,High,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Lung,Not Applicable,Single-dose,79.6039604,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
31625721,ACS Nano,2019,10.1021/acsnano.9b04181,Inorganic,Aluminum,Systemic,IV,100~200 nm,Negative,Rod,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,3.6,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,73.5,Low,65.41,41.51,29.25,Liver,Kidney,Spleen,Photodynamic therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
31635454,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b13598,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Positive,Other,Multilayer,High,Passive,None,PEGylated,None,10~50 mg/kg,No,Not Reported,No,1,Allograft heterotopic,Immunocompromised,Breast,Metastatic,Single-dose,100,Very High,340.6315789,218.877193,107.5789474,Spleen,Liver,Lung,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
31657911,ACS Nano,2019,10.1021/acsnano.9b03424,Inorganic,Silica,Systemic,IV,100~200 nm,Positive,Sphere,Monolayer,Very High,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Multiple-dose,84.83146067,Medium,Not Reported,Not Reported,Not Reported,Liver,Lung,Spleen,Other,None,None,Monotherapy,Theragnosis,Other,None,None,None
31682097,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15434,Inorganic,Silica,Systemic,IV,100~200 nm,Neutral,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,Anthracycline,10~50 mg/kg,No,3.1,Yes,Not Reported,Xenograft heterotopic,Immunocompromised,Lung,Not Applicable,Multiple-dose,82.32502966,Medium,3.7,3.4,1.4,Liver,Spleen,Kidney,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31682447,Nano Lett,2019,10.1021/acs.nanolett.9b02448,Inorganic,Silica,Systemic,IV,10~100 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompromised,Brain,Not Applicable,Single-dose,63.367917,Low,Not Reported,Not Reported,Not Reported,Liver,Spleen,Lung,Photothermal therapy,None,None,Monotherapy,Therapy,None,None,None,None
31722170,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b18124,Inorganic,Silica,Systemic,IV,100~200 nm,Negative,Sphere,Monolayer,High,Passive,None,Non PEGylated,Anthracycline,5~10 mg/kg,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Breast,Triple-negative,Multiple-dose,73.4375,Low,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Theragnosis,Other,None,None,None
31724677,Nanoscale,2019,10.1039/c9nr06371d,Inorganic,Silica,Systemic,IV,10~100 nm,Positive,Sphere,No coating,None,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Cervix,Not Applicable,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,Fluorescence,None,None,None
31736295,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b15774,Inorganic,Silica,Systemic,IV,>200 nm,Neutral,Sphere,No coating,None,Passive,None,Non PEGylated,Antifungal,5~10 mg/kg,No,13.68,Yes,Not Reported,Allograft heterotopic,Not Reported,Breast,Metastatic,Not Reported,75.77777778,Medium,36.7,26.5,12.8,Liver,Spleen,Lung,Chemotherapy,Immunotherapy,None,Combination therapy,Therapy,None,None,None,None
31748768,Nanoscale,2019,10.1039/c9nr06513j,Inorganic,Gold,Local,Intratumoral,100~200 nm,Not Reported,Other,Monolayer,Low,Passive,None,PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Breast,Metastatic,Single-dose,98.50449,Very High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,Radiotherapy,None,Combination therapy,Theragnosis,CT,Photoacoustic,None,None
31755189,Angew Chem Int Ed Engl,2020,10.1002/anie.201912312,Inorganic,Iron oxide,Local,Intratumoral,>200 nm,Not Reported,Sphere,No coating,None,Passive,None,Non PEGylated,None,0~5 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Other,Immunotherapy,None,None,Theragnosis,Luminescence,None,None,None
31755692,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b14060,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Positive,Sphere,Monolayer,Low,Passive,None,Non PEGylated,Photosensitizer,0~5 mg/kg,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,65.26179192,Low,375,337.5,163,Spleen,Lung,Liver,Photodynamic therapy,None,None,Monotherapy,Therapy,None,None,None,None
31773941,ACS Appl Mater Interfaces,2019,10.1021/acsami.9b19446,Inorganic,Silica,Systemic,Other,100~200 nm,Positive,Sphere,Monolayer,Low,Passive,None,Non PEGylated,None,10~50 mg/kg,No,Not Reported,No,Not Reported,Allograft orthotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,87.9342723,Medium,Not Reported,Not Reported,Not Reported,Liver,Kidney,Not Reported,Immunotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31801020,J Am Chem Soc,2020,10.1021/jacs.9b11046,Inorganic,Hybrid,Systemic,IV,Not Reported,Negative,Rod,Multilayer,Medium,Passive,None,Non PEGylated,Immunoadjuvant,5~10 mg/kg,No,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Other,Not Applicable,Multiple-dose,76.02409,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Immunotherapy,Photothermal therapy,None,Combination therapy,Theragnosis,Fluorescence,None,None,None
31803890,Nanoscale,2020,10.1039/c9nr05865f,Inorganic,Iron oxide,Systemic,IV,10~100 nm,Not Reported,Sphere,Multilayer,Low,Passive,None,Non PEGylated,None,Not Reported,Yes,Not Reported,No,Not Reported,Allograft heterotopic,Immunocompetent,Skin,Not Applicable,Multiple-dose,83.7826989,Medium,12.5,3.541666667,2.916666667,Liver,Kidney,Lung,Other,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
31806405,Biomaterials,2020,10.1016/j.biomaterials.2019.119606,Inorganic,Gold,Systemic,IV,10~100 nm,Negative,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Photosensitizer,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Other,Not Applicable,Single-dose,75.04216,Medium,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photodynamic therapy,None,None,Monotherapy,Theragnosis,Fluorescence,None,None,None
31840066,Sci Adv,2019,10.1126/sciadv.aax5208,Inorganic,Silica,Systemic,Other,0~10 nm,Not Reported,Sphere,Multilayer,Very High,Active,Covalent,PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft orthotopic,Immunocompromised,Skin,Not Applicable,Single-dose,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,None,None,None,None,Diagnosis,PET,CT,Fluorescence,None
31845927,Nanoscale,2020,10.1039/c9nr08475d,Inorganic,Gold,Systemic,IV,0~10 nm,Neutral,Sphere,Multilayer,Low,Passive,None,Non PEGylated,Anthracycline,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Luminal B,Multiple-dose,92.4733,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Chemotherapy,None,None,Monotherapy,Therapy,None,None,None,None
31904049,Nanoscale,2020,10.1039/c9nr09235h,Inorganic,Iron oxide,Systemic,IV,100~200 nm,Not Reported,Sphere,Multilayer,Medium,Passive,None,Non PEGylated,None,Not Reported,No,Not Reported,No,Not Reported,Xenograft heterotopic,Immunocompromised,Breast,Triple-negative,Single-dose,97.66775572,High,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Photothermal therapy,None,None,Monotherapy,Theragnosis,MRI,None,None,None
